pruid,prname,prnameFR,date,numconf,numdeaths,numtested,numrecover,numtoday,numdeathstoday,numtestedtoday,numrecoveredtoday,percentactive
35,Ontario,Ontario,17-08-2020,40745,2789,2522940,37036,99,0,24731,83,2.26
24,Quebec,Québec,17-08-2020,61206,5721,983814,53930,55,1,7958,83,2.54
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,17-08-2020,268,3,28664,263,0,0,185,0,0.75
13,New Brunswick,Nouveau-Brunswick,17-08-2020,186,2,49893,169,0,0,202,0,8.06
12,Nova Scotia,Nouvelle-Écosse,17-08-2020,1075,64,69773,1007,1,0,176,0,0.37
11,Prince Edward Island,Île-du-Prince-Édouard,17-08-2020,41,0,23583,36,0,0,124,0,12.2
60,Yukon,Yukon,17-08-2020,15,0,2156,14,0,0,0,0,6.67
61,Northwest Territories,Territoires du Nord-Ouest,17-08-2020,5,0,3253,5,0,0,127,0,0
62,Nunavut,Nunavut,17-08-2020,0,0,1580,0,0,0,18,0,
99,Repatriated travellers,Voyageurs rapatriés,17-08-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,17-08-2020,122872,9032,4840043,109059,785,6,61683,575,3.89
59,British Columbia,Colombie-Britannique,18-08-2020,4677,198,266042,3704,83,0,2716,51,16.57
48,Alberta,Alberta,18-08-2020,12419,225,677754,11025,7,1,5616,-31,9.41
47,Saskatchewan,Saskatchewan,18-08-2020,1582,22,106307,1403,1,0,684,16,9.92
46,Manitoba,Manitoba,18-08-2020,748,11,114339,502,17,2,1115,12,31.42
35,Ontario,Ontario,18-08-2020,40870,2792,2545253,37126,125,3,22313,90,2.33
24,Quebec,Québec,18-08-2020,61252,5727,990392,54083,46,6,6578,153,2.35
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,18-08-2020,268,3,28884,263,0,0,220,0,0.75
13,New Brunswick,Nouveau-Brunswick,18-08-2020,186,2,50120,171,0,0,227,2,6.99
12,Nova Scotia,Nouvelle-Écosse,18-08-2020,1075,64,70036,1007,0,0,263,0,0.37
11,Prince Edward Island,Île-du-Prince-Édouard,18-08-2020,44,0,23864,40,3,0,281,4,9.09
60,Yukon,Yukon,18-08-2020,15,0,2247,15,0,0,91,1,0
61,Northwest Territories,Territoires du Nord-Ouest,18-08-2020,5,0,3267,5,0,0,14,0,0
62,Nunavut,Nunavut,18-08-2020,0,0,1591,0,0,0,11,0,
99,Repatriated travellers,Voyageurs rapatriés,18-08-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,18-08-2020,123154,9044,4880172,109357,282,12,40129,298,3.86
59,British Columbia,Colombie-Britannique,19-08-2020,4745,198,268611,3749,68,0,2569,45,16.82
48,Alberta,Alberta,19-08-2020,12501,227,684041,11167,82,2,6287,142,8.86
47,Saskatchewan,Saskatchewan,19-08-2020,1586,22,107048,1410,4,0,741,7,9.71
46,Manitoba,Manitoba,19-08-2020,763,12,115700,528,15,1,1361,26,29.23
35,Ontario,Ontario,19-08-2020,40972,2792,2570056,37215,102,0,24803,89,2.36
24,Quebec,Québec,19-08-2020,61316,5729,998424,54238,64,2,8032,155,2.2
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,19-08-2020,268,3,29176,263,0,0,292,0,0.75
13,New Brunswick,Nouveau-Brunswick,19-08-2020,186,2,50394,172,0,0,274,1,6.45
12,Nova Scotia,Nouvelle-Écosse,19-08-2020,1076,64,70449,1007,1,0,413,0,0.46
11,Prince Edward Island,Île-du-Prince-Édouard,19-08-2020,44,0,24300,40,0,0,436,0,9.09
60,Yukon,Yukon,19-08-2020,15,0,2270,15,0,0,23,0,0
61,Northwest Territories,Territoires du Nord-Ouest,19-08-2020,5,0,3277,5,0,0,10,0,0
62,Nunavut,Nunavut,19-08-2020,0,0,1624,0,0,0,33,0,
99,Repatriated travellers,Voyageurs rapatriés,19-08-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,19-08-2020,123490,9049,4925446,109822,336,5,45274,465,3.74
59,British Columbia,Colombie-Britannique,20-08-2020,4825,200,271656,3845,80,2,3045,96,16.17
48,Alberta,Alberta,20-08-2020,12604,228,690643,11292,103,1,6602,125,8.6
47,Saskatchewan,Saskatchewan,20-08-2020,1590,22,108212,1419,4,0,1164,9,9.37
46,Manitoba,Manitoba,20-08-2020,796,12,117271,537,33,0,1571,9,31.03
35,Ontario,Ontario,20-08-2020,41048,2793,2595126,37291,76,1,25070,76,2.35
24,Quebec,Québec,20-08-2020,61402,5730,1008252,54383,86,1,9828,145,2.1
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,20-08-2020,268,3,29567,263,0,0,391,0,0.75
13,New Brunswick,Nouveau-Brunswick,20-08-2020,186,2,50680,178,0,0,286,6,3.23
12,Nova Scotia,Nouvelle-Écosse,20-08-2020,1077,64,70899,1007,1,0,450,0,0.56
11,Prince Edward Island,Île-du-Prince-Édouard,20-08-2020,44,0,24611,40,0,0,311,0,9.09
60,Yukon,Yukon,20-08-2020,15,0,2298,15,0,0,28,0,0
61,Northwest Territories,Territoires du Nord-Ouest,20-08-2020,5,0,3290,5,0,0,13,0,0
62,Nunavut,Nunavut,20-08-2020,0,0,1634,0,0,0,10,0,
99,Repatriated travellers,Voyageurs rapatriés,20-08-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,20-08-2020,123873,9054,4974215,110288,383,5,48769,466,3.66
59,British Columbia,Colombie-Britannique,21-08-2020,4915,202,275075,3889,90,2,3419,44,16.77
48,Alberta,Alberta,21-08-2020,12748,230,697546,11374,144,2,6903,82,8.97
47,Saskatchewan,Saskatchewan,21-08-2020,1595,22,109188,1439,5,0,976,20,8.4
46,Manitoba,Manitoba,21-08-2020,830,12,119560,553,34,0,2289,16,31.93
35,Ontario,Ontario,21-08-2020,41179,2796,2622281,37397,131,3,27155,106,2.39
24,Quebec,Québec,21-08-2020,61495,5733,1025725,54472,93,3,17473,89,2.1
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,21-08-2020,268,3,29782,265,0,0,215,2,0
13,New Brunswick,Nouveau-Brunswick,21-08-2020,188,2,51013,178,2,0,333,0,4.26
12,Nova Scotia,Nouvelle-Écosse,21-08-2020,1077,64,71452,1008,0,0,553,1,0.46
11,Prince Edward Island,Île-du-Prince-Édouard,21-08-2020,44,0,25090,40,0,0,479,0,9.09
60,Yukon,Yukon,21-08-2020,15,0,2335,15,0,0,37,0,0
61,Northwest Territories,Territoires du Nord-Ouest,21-08-2020,5,0,3294,5,0,0,4,0,0
62,Nunavut,Nunavut,21-08-2020,0,0,1642,0,0,0,8,0,
99,Repatriated travellers,Voyageurs rapatriés,21-08-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,21-08-2020,124372,9064,5034059,110648,499,10,59844,360,3.75
59,British Columbia,Colombie-Britannique,22-08-2020,4915,202,278507,3889,0,0,3432,0,16.77
48,Alberta,Alberta,22-08-2020,12748,230,697546,11374,0,0,0,0,8.97
47,Saskatchewan,Saskatchewan,22-08-2020,1597,22,110583,1458,2,0,1395,19,7.33
46,Manitoba,Manitoba,22-08-2020,872,12,119560,570,42,0,0,17,33.26
35,Ontario,Ontario,22-08-2020,41287,2797,2650000,37487,108,1,27719,90,2.43
24,Quebec,Québec,22-08-2020,61599,5739,1034827,54576,104,6,9102,104,2.08
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,22-08-2020,268,3,29899,265,0,0,117,0,0
13,New Brunswick,Nouveau-Brunswick,22-08-2020,188,2,51287,178,0,0,274,0,4.26
12,Nova Scotia,Nouvelle-Écosse,22-08-2020,1078,64,71760,1008,1,0,308,0,0.56
11,Prince Edward Island,Île-du-Prince-Édouard,22-08-2020,44,0,25411,40,0,0,321,0,9.09
60,Yukon,Yukon,22-08-2020,15,0,2335,15,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,22-08-2020,5,0,3301,5,0,0,7,0,0
62,Nunavut,Nunavut,22-08-2020,0,0,1642,0,0,0,0,0,
99,Repatriated travellers,Voyageurs rapatriés,22-08-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,22-08-2020,124629,9071,5076734,110878,257,7,42675,230,3.76
59,British Columbia,Colombie-Britannique,23-08-2020,4915,202,282180,3889,0,0,3673,0,16.77
48,Alberta,Alberta,23-08-2020,12748,230,697546,11374,0,0,0,0,8.97
47,Saskatchewan,Saskatchewan,23-08-2020,1600,22,111598,1472,3,0,1015,14,6.63
46,Manitoba,Manitoba,23-08-2020,944,12,119560,576,72,0,0,6,37.71
35,Ontario,Ontario,23-08-2020,41402,2797,2672619,37595,115,0,22619,108,2.44
24,Quebec,Québec,23-08-2020,61673,5740,1045236,54682,74,1,10409,106,2.03
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,23-08-2020,268,3,30183,265,0,0,284,0,0
13,New Brunswick,Nouveau-Brunswick,23-08-2020,189,2,51502,178,1,0,215,0,4.76
12,Nova Scotia,Nouvelle-Écosse,23-08-2020,1080,65,72158,1008,2,1,398,0,0.65
11,Prince Edward Island,Île-du-Prince-Édouard,23-08-2020,44,0,25554,40,0,0,143,0,9.09
60,Yukon,Yukon,23-08-2020,15,0,2335,15,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,23-08-2020,5,0,3301,5,0,0,0,0,0
62,Nunavut,Nunavut,23-08-2020,0,0,1642,0,0,0,0,0,
99,Repatriated travellers,Voyageurs rapatriés,23-08-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,23-08-2020,124896,9073,5115490,111112,267,2,38756,234,3.77
59,British Columbia,Colombie-Britannique,24-08-2020,5184,203,285344,4068,269,1,3164,179,17.61
48,Alberta,Alberta,24-08-2020,13006,234,717514,11600,258,4,19968,226,9.01
47,Saskatchewan,Saskatchewan,24-08-2020,1602,22,112401,1482,2,0,803,10,6.12
46,Manitoba,Manitoba,24-08-2020,993,12,124109,586,49,0,4549,10,39.78
35,Ontario,Ontario,24-08-2020,41507,2798,2690795,37673,105,1,18176,78,2.5
24,Quebec,Québec,24-08-2020,61741,5744,1051257,54761,68,4,6021,79,2
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,24-08-2020,268,3,30312,265,0,0,129,0,0
13,New Brunswick,Nouveau-Brunswick,24-08-2020,189,2,51714,178,0,0,212,0,4.76
12,Nova Scotia,Nouvelle-Écosse,24-08-2020,1080,65,72622,1008,0,0,464,0,0.65
11,Prince Edward Island,Île-du-Prince-Édouard,24-08-2020,44,0,25649,40,0,0,95,0,9.09
60,Yukon,Yukon,24-08-2020,15,0,2378,15,0,0,43,0,0
61,Northwest Territories,Territoires du Nord-Ouest,24-08-2020,5,0,3301,5,0,0,0,0,0
62,Nunavut,Nunavut,24-08-2020,0,0,1694,0,0,0,52,0,
99,Repatriated travellers,Voyageurs rapatriés,24-08-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,24-08-2020,125647,9083,5169166,111694,751,10,53676,582,3.88
59,British Columbia,Colombie-Britannique,25-08-2020,5242,203,286955,4114,58,0,1611,46,17.65
48,Alberta,Alberta,25-08-2020,13083,235,723302,11714,77,1,5788,114,8.67
47,Saskatchewan,Saskatchewan,25-08-2020,1601,23,112713,1490,-1,1,312,8,5.5
46,Manitoba,Manitoba,25-08-2020,1018,13,125672,606,25,1,1563,20,39.19
35,Ontario,Ontario,25-08-2020,41607,2800,2710153,37748,100,2,19358,75,2.55
24,Quebec,Québec,25-08-2020,61803,5746,1057098,54850,62,2,5841,89,1.95
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,25-08-2020,268,3,30574,265,0,0,262,0,0
13,New Brunswick,Nouveau-Brunswick,25-08-2020,190,2,52033,178,1,0,319,0,5.26
12,Nova Scotia,Nouvelle-Écosse,25-08-2020,1080,65,73102,1011,0,0,480,3,0.37
11,Prince Edward Island,Île-du-Prince-Édouard,25-08-2020,44,0,25904,41,0,0,255,1,6.82
60,Yukon,Yukon,25-08-2020,15,0,2423,15,0,0,45,0,0
61,Northwest Territories,Territoires du Nord-Ouest,25-08-2020,5,0,3387,5,0,0,86,0,0
62,Nunavut,Nunavut,25-08-2020,0,0,1694,0,0,0,0,0,
99,Repatriated travellers,Voyageurs rapatriés,25-08-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,25-08-2020,125969,9090,5205086,112050,322,7,35920,356,3.83
59,British Columbia,Colombie-Britannique,26-08-2020,5304,203,289299,4199,62,0,2344,85,17.01
48,Alberta,Alberta,26-08-2020,13210,235,729503,11799,127,0,6201,85,8.9
47,Saskatchewan,Saskatchewan,26-08-2020,1604,24,113659,1520,3,1,946,30,3.74
46,Manitoba,Manitoba,26-08-2020,1043,13,126660,622,25,0,988,16,39.12
35,Ontario,Ontario,26-08-2020,41695,2802,2731395,37863,88,2,21242,115,2.47
24,Quebec,Québec,26-08-2020,61945,5747,1064673,54922,142,1,7575,72,2.06
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,26-08-2020,268,3,30807,265,0,0,233,0,0
13,New Brunswick,Nouveau-Brunswick,26-08-2020,190,2,52387,180,0,0,354,2,4.21
12,Nova Scotia,Nouvelle-Écosse,26-08-2020,1081,65,73677,1011,1,0,575,0,0.46
11,Prince Edward Island,Île-du-Prince-Édouard,26-08-2020,44,0,26199,41,0,0,295,0,6.82
60,Yukon,Yukon,26-08-2020,15,0,2459,15,0,0,36,0,0
61,Northwest Territories,Territoires du Nord-Ouest,26-08-2020,5,0,3385,5,0,0,-2,0,0
62,Nunavut,Nunavut,26-08-2020,0,0,1712,0,0,0,18,0,
99,Repatriated travellers,Voyageurs rapatriés,26-08-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,26-08-2020,126417,9094,5245891,112455,448,4,40805,405,3.85
59,British Columbia,Colombie-Britannique,27-08-2020,5372,204,292792,4253,68,1,3493,54,17.03
48,Alberta,Alberta,27-08-2020,13318,237,736405,11923,108,2,6902,124,8.69
47,Saskatchewan,Saskatchewan,27-08-2020,1609,24,114665,1527,5,0,1006,7,3.6
46,Manitoba,Manitoba,27-08-2020,1064,14,128035,643,21,1,1375,21,38.25
35,Ontario,Ontario,27-08-2020,41813,2803,2759084,37940,118,1,27689,77,2.56
24,Quebec,Québec,27-08-2020,62026,5750,1070544,55008,81,3,5871,86,2.04
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,27-08-2020,268,3,31146,265,0,0,339,0,0
13,New Brunswick,Nouveau-Brunswick,27-08-2020,190,2,52681,181,0,0,294,1,3.68
12,Nova Scotia,Nouvelle-Écosse,27-08-2020,1081,65,74291,1011,0,0,614,0,0.46
11,Prince Edward Island,Île-du-Prince-Édouard,27-08-2020,44,0,26648,41,0,0,449,0,6.82
60,Yukon,Yukon,27-08-2020,15,0,2495,15,0,0,36,0,0
61,Northwest Territories,Territoires du Nord-Ouest,27-08-2020,5,0,3413,5,0,0,28,0,0
62,Nunavut,Nunavut,27-08-2020,0,0,1737,0,0,0,25,0,
99,Repatriated travellers,Voyageurs rapatriés,27-08-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,27-08-2020,126848,9102,5294012,112825,401,8,48121,370,3.86
59,British Columbia,Colombie-Britannique,28-08-2020,5496,204,297277,4310,124,0,4485,57,17.87
48,Alberta,Alberta,28-08-2020,13476,237,744053,12054,158,0,7648,131,8.79
47,Saskatchewan,Saskatchewan,28-08-2020,1611,24,115914,1543,2,0,1249,16,2.73
46,Manitoba,Manitoba,28-08-2020,1096,14,129714,664,32,0,1679,21,38.14
35,Ontario,Ontario,28-08-2020,41935,2809,2789866,38023,122,6,30782,83,2.63
24,Quebec,Québec,28-08-2020,62076,5755,1084344,55106,50,5,13800,98,1.96
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,28-08-2020,269,3,31373,265,1,0,227,0,0.37
13,New Brunswick,Nouveau-Brunswick,28-08-2020,191,2,53010,182,1,0,329,1,3.66
12,Nova Scotia,Nouvelle-Écosse,28-08-2020,1083,65,74986,1013,2,0,695,2,0.46
11,Prince Edward Island,Île-du-Prince-Édouard,28-08-2020,44,0,27059,41,0,0,411,0,6.82
60,Yukon,Yukon,28-08-2020,15,0,2518,15,0,0,23,0,0
61,Northwest Territories,Territoires du Nord-Ouest,28-08-2020,5,0,3413,5,0,0,0,0,0
62,Nunavut,Nunavut,28-08-2020,0,0,1737,0,0,0,0,0,
99,Repatriated travellers,Voyageurs rapatriés,28-08-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,28-08-2020,127310,9113,5355340,113234,492,11,61328,409,3.9
59,British Columbia,Colombie-Britannique,29-08-2020,5496,204,300915,4310,0,0,3638,0,17.87
48,Alberta,Alberta,29-08-2020,13476,237,744053,12054,0,0,0,0,8.79
47,Saskatchewan,Saskatchewan,29-08-2020,1615,24,117299,1548,4,0,1385,5,2.66
46,Manitoba,Manitoba,29-08-2020,1151,14,129714,693,55,0,0,29,38.58
35,Ontario,Ontario,29-08-2020,42083,2809,2820922,38126,148,0,31056,103,2.73
24,Quebec,Québec,29-08-2020,62232,5755,1093669,55235,156,0,9325,129,2
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,29-08-2020,269,3,31567,265,0,0,194,0,0.37
13,New Brunswick,Nouveau-Brunswick,29-08-2020,191,2,53323,183,0,0,313,1,3.14
12,Nova Scotia,Nouvelle-Écosse,29-08-2020,1083,65,75648,1013,0,0,662,0,0.46
11,Prince Edward Island,Île-du-Prince-Édouard,29-08-2020,44,0,27344,41,0,0,285,0,6.82
60,Yukon,Yukon,29-08-2020,15,0,2518,15,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,29-08-2020,5,0,3427,5,0,0,14,0,0
62,Nunavut,Nunavut,29-08-2020,0,0,1774,0,0,0,37,0,
99,Repatriated travellers,Voyageurs rapatriés,29-08-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,29-08-2020,127673,9113,5402249,113501,363,0,46909,267,3.96
59,British Columbia,Colombie-Britannique,30-08-2020,5496,204,305195,4310,0,0,4280,0,17.87
48,Alberta,Alberta,30-08-2020,13476,237,744053,12054,0,0,0,0,8.79
47,Saskatchewan,Saskatchewan,30-08-2020,1615,24,118301,1549,0,0,1002,1,2.6
46,Manitoba,Manitoba,30-08-2020,1186,14,129714,710,35,0,0,17,38.95
35,Ontario,Ontario,30-08-2020,42195,2810,2845066,38204,112,1,24144,78,2.8
24,Quebec,Québec,30-08-2020,62352,5758,1101190,55300,120,3,7521,65,2.08
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,30-08-2020,269,3,31792,265,0,0,225,0,0.37
13,New Brunswick,Nouveau-Brunswick,30-08-2020,191,2,53550,185,0,0,227,2,2.09
12,Nova Scotia,Nouvelle-Écosse,30-08-2020,1083,65,76295,1013,0,0,647,0,0.46
11,Prince Edward Island,Île-du-Prince-Édouard,30-08-2020,44,0,27496,41,0,0,152,0,6.82
60,Yukon,Yukon,30-08-2020,15,0,2518,15,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,30-08-2020,5,0,3427,5,0,0,0,0,0
62,Nunavut,Nunavut,30-08-2020,0,0,1774,0,0,0,0,0,
99,Repatriated travellers,Voyageurs rapatriés,30-08-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,30-08-2020,127940,9117,5440447,113664,267,4,38198,163,4.03
59,British Columbia,Colombie-Britannique,31-08-2020,5790,208,308554,4466,294,4,3359,156,19.27
48,Alberta,Alberta,31-08-2020,13902,239,767296,12293,426,2,23243,239,9.85
47,Saskatchewan,Saskatchewan,31-08-2020,1619,24,119064,1561,4,0,763,12,2.1
46,Manitoba,Manitoba,31-08-2020,1214,14,133902,731,28,0,4188,21,38.63
35,Ontario,Ontario,31-08-2020,42309,2811,2869353,38277,114,1,24287,73,2.89
24,Quebec,Québec,31-08-2020,62492,5760,1108187,55353,140,2,6997,53,2.21
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,31-08-2020,269,3,31941,265,0,0,149,0,0.37
13,New Brunswick,Nouveau-Brunswick,31-08-2020,191,2,53799,185,0,0,249,0,2.09
12,Nova Scotia,Nouvelle-Écosse,31-08-2020,1085,65,76860,1013,2,0,565,0,0.65
11,Prince Edward Island,Île-du-Prince-Édouard,31-08-2020,44,0,27576,41,0,0,80,0,6.82
60,Yukon,Yukon,31-08-2020,15,0,2562,15,0,0,44,0,0
61,Northwest Territories,Territoires du Nord-Ouest,31-08-2020,5,0,3427,5,0,0,0,0,0
62,Nunavut,Nunavut,31-08-2020,0,0,1795,0,0,0,21,0,
99,Repatriated travellers,Voyageurs rapatriés,31-08-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,31-08-2020,128948,9126,5504392,114218,1008,9,63945,554,4.35
59,British Columbia,Colombie-Britannique,01-09-2020,5848,209,311192,4505,58,1,2638,39,19.39
48,Alberta,Alberta,01-09-2020,14066,241,773854,12427,164,2,6558,134,9.94
47,Saskatchewan,Saskatchewan,01-09-2020,1622,24,119567,1567,3,0,503,6,1.91
46,Manitoba,Manitoba,01-09-2020,1232,14,134885,759,18,0,983,28,37.26
35,Ontario,Ontario,01-09-2020,42421,2812,2892128,38369,112,1,22775,92,2.92
24,Quebec,Québec,01-09-2020,62614,5762,1114354,55438,122,2,6167,85,2.26
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,01-09-2020,269,3,32200,265,0,0,259,0,0.37
13,New Brunswick,Nouveau-Brunswick,01-09-2020,191,2,54056,186,0,0,257,1,1.57
12,Nova Scotia,Nouvelle-Écosse,01-09-2020,1085,65,77365,1014,0,0,505,1,0.55
11,Prince Edward Island,Île-du-Prince-Édouard,01-09-2020,44,0,27981,44,0,0,405,3,0
60,Yukon,Yukon,01-09-2020,15,0,2603,15,0,0,41,0,0
61,Northwest Territories,Territoires du Nord-Ouest,01-09-2020,5,0,3467,5,0,0,40,0,0
62,Nunavut,Nunavut,01-09-2020,0,0,1821,0,0,0,26,0,
99,Repatriated travellers,Voyageurs rapatriés,01-09-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,01-09-2020,129425,9132,5545549,114607,477,6,41157,389,4.39
59,British Columbia,Colombie-Britannique,02-09-2020,5952,209,313625,4605,104,0,2433,100,19.12
48,Alberta,Alberta,02-09-2020,14180,242,779445,12535,114,1,5591,108,9.89
47,Saskatchewan,Saskatchewan,02-09-2020,1624,24,120510,1571,2,0,943,4,1.79
46,Manitoba,Manitoba,02-09-2020,1244,14,136520,776,12,0,1635,17,36.5
35,Ontario,Ontario,02-09-2020,42554,2812,2915347,38506,133,0,23219,137,2.9
24,Quebec,Québec,02-09-2020,62746,5764,1123174,55515,132,2,8820,77,2.34
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,02-09-2020,269,3,32447,265,0,0,247,0,0.37
13,New Brunswick,Nouveau-Brunswick,02-09-2020,192,2,54477,186,1,0,421,0,2.08
12,Nova Scotia,Nouvelle-Écosse,02-09-2020,1085,65,78089,1014,0,0,724,0,0.55
11,Prince Edward Island,Île-du-Prince-Édouard,02-09-2020,44,0,28361,44,0,0,380,0,0
60,Yukon,Yukon,02-09-2020,15,0,2643,15,0,0,40,0,0
61,Northwest Territories,Territoires du Nord-Ouest,02-09-2020,5,0,3495,5,0,0,28,0,0
62,Nunavut,Nunavut,02-09-2020,0,0,1859,0,0,0,38,0,
99,Repatriated travellers,Voyageurs rapatriés,02-09-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,02-09-2020,129923,9135,5590068,115050,498,3,44519,443,4.42
59,British Columbia,Colombie-Britannique,03-09-2020,6041,210,317312,4644,89,1,3687,39,19.65
48,Alberta,Alberta,03-09-2020,14310,242,785664,12653,130,0,6219,118,9.89
47,Saskatchewan,Saskatchewan,03-09-2020,1634,24,121559,1574,10,0,1049,3,2.2
46,Manitoba,Manitoba,03-09-2020,1264,16,137809,791,20,2,1289,15,36.16
35,Ontario,Ontario,03-09-2020,42686,2812,2940785,38625,132,0,25438,119,2.93
24,Quebec,Québec,03-09-2020,62933,5767,1132113,55615,187,3,8939,100,2.46
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,03-09-2020,269,3,32796,265,0,0,349,0,0.37
13,New Brunswick,Nouveau-Brunswick,03-09-2020,192,2,54867,186,0,0,390,0,2.08
12,Nova Scotia,Nouvelle-Écosse,03-09-2020,1085,65,78839,1014,0,0,750,0,0.55
11,Prince Edward Island,Île-du-Prince-Édouard,03-09-2020,46,0,28775,44,2,0,414,0,4.35
60,Yukon,Yukon,03-09-2020,15,0,2685,15,0,0,42,0,0
61,Northwest Territories,Territoires du Nord-Ouest,03-09-2020,5,0,3537,5,0,0,42,0,0
62,Nunavut,Nunavut,03-09-2020,0,0,1886,0,0,0,27,0,
99,Repatriated travellers,Voyageurs rapatriés,03-09-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,03-09-2020,130493,9141,5638703,115444,570,6,48635,394,4.53
59,British Columbia,Colombie-Britannique,04-09-2020,6162,211,322013,4706,121,1,4701,62,20.2
48,Alberta,Alberta,04-09-2020,14474,242,792965,12799,164,0,7301,146,9.9
47,Saskatchewan,Saskatchewan,04-09-2020,1638,24,122549,1578,4,0,990,4,2.2
46,Manitoba,Manitoba,04-09-2020,1273,16,137809,835,9,0,0,44,33.15
35,Ontario,Ontario,04-09-2020,42834,2811,2968442,38741,148,-1,27657,116,2.99
24,Quebec,Québec,04-09-2020,63117,5767,1141870,55724,184,0,9757,109,2.58
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,04-09-2020,269,3,32965,265,0,0,169,0,0.37
13,New Brunswick,Nouveau-Brunswick,04-09-2020,192,2,55266,186,0,0,399,0,2.08
12,Nova Scotia,Nouvelle-Écosse,04-09-2020,1085,65,79456,1015,0,0,617,1,0.46
11,Prince Edward Island,Île-du-Prince-Édouard,04-09-2020,47,0,29036,44,1,0,261,0,6.38
60,Yukon,Yukon,04-09-2020,15,0,2720,15,0,0,35,0,0
61,Northwest Territories,Territoires du Nord-Ouest,04-09-2020,5,0,3548,5,0,0,11,0,0
62,Nunavut,Nunavut,04-09-2020,0,0,1894,0,0,0,8,0,
99,Repatriated travellers,Voyageurs rapatriés,04-09-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,04-09-2020,131124,9141,5690609,115926,631,0,51906,482,4.62
59,British Columbia,Colombie-Britannique,05-09-2020,6162,211,325804,4706,0,0,3791,0,20.2
48,Alberta,Alberta,05-09-2020,14474,242,792965,12799,0,0,0,0,9.9
47,Saskatchewan,Saskatchewan,05-09-2020,1643,24,124245,1579,5,0,1696,1,2.43
46,Manitoba,Manitoba,05-09-2020,1294,16,137809,852,21,0,0,17,32.92
35,Ontario,Ontario,05-09-2020,43003,2811,2996176,38847,169,0,27734,106,3.13
24,Quebec,Québec,05-09-2020,63292,5769,1152442,55810,175,2,10572,86,2.71
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,05-09-2020,270,3,33180,265,1,0,215,0,0.74
13,New Brunswick,Nouveau-Brunswick,05-09-2020,192,2,55550,186,0,0,284,0,2.08
12,Nova Scotia,Nouvelle-Écosse,05-09-2020,1085,65,80219,1015,0,0,763,0,0.46
11,Prince Edward Island,Île-du-Prince-Édouard,05-09-2020,47,0,29183,44,0,0,147,0,6.38
60,Yukon,Yukon,05-09-2020,15,0,2720,15,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,05-09-2020,5,0,3548,5,0,0,0,0,0
62,Nunavut,Nunavut,05-09-2020,0,0,1894,0,0,0,0,0,
99,Repatriated travellers,Voyageurs rapatriés,05-09-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,05-09-2020,131495,9143,5735811,116136,371,2,45202,210,4.73
59,British Columbia,Colombie-Britannique,06-09-2020,6162,211,329626,4706,0,0,3822,0,20.2
